醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
2321010013,臺南市東區衛生所,臺南市東區龍山里林森路１段４１８號,(06)2673613,4340,1443,2020/08/28 12:32:40
2321020019,臺南市南區衛生所,臺南市南區南都里南和路６號,(06)2618578,3305,2176,2020/08/28 12:32:40
2321030015,臺南市中西區衛生所,臺南市中西區安海里環河街９４號,(06)2252403,3252,2651,2020/08/28 12:32:40
2321040011,臺南巿北區衛生所,臺南市北區公園里西華街５０號,(06)2252404,3807,880,2020/08/28 12:32:40
2321060013,台南市安南區衛生所,臺南市安南區仁安路７０號２樓,(06)2567406,4834,1818,2020/08/28 12:32:40
2321070019,台南市安平區衛生所,臺南市安平區平通里育平路３１０號,(06)2996885,2718,1510,2020/08/28 12:32:40
2322010017,嘉義市東區衛生所,嘉義市東區大雅路二段６２５號,(05)2750423,4999,1037,2020/08/28 12:32:40
2322020013,嘉義市西區衛生所,嘉義市西區福全里德明路１號,(05)2337355,5679,2480,2020/08/28 12:32:40
2331070012,新北市樹林區衛生所,新北市樹林區樹新路４０－７號１、２樓,(02)26812134,1897,1341,2020/08/28 12:32:40
2331080018,新北市鶯歌區衛生所,新北市鶯歌區文化路３８９號,(02)26702304,5629,2213,2020/08/28 12:32:40
2331090014,新北市三峽區衛生所,新北市三峽區光明路７１號３樓,(02)26711592,4077,1654,2020/08/28 12:32:40
2331100015,新北市淡水區衛生所,新北市淡水區中山路１５８號,(02)26215620,7200,986,2020/08/28 12:32:40
2331120017,新北市瑞芳區衛生所,新北市瑞芳區明燈路３段１號,(02)24972132,1464,1560,2020/08/28 12:32:40
2331150015,新北市五股區衛生所,新北市五股區新城三路１１號１樓、２樓及３樓,(02)22917717,5526,2010,2020/08/28 12:32:40
2331160011,新北市泰山區衛生所,新北市泰山區全興路２１２號３樓,(02)22962858,4074,1905,2020/08/28 12:32:40
2331170017,新北市林口區衛生所,新北市林口區忠孝二路５５號,(02)26068760,3096,1143,2020/08/28 12:32:40
2331180013,新北市深坑區衛生所,新北市深坑區深坑街１６５號１－３樓,(02)26621567,1773,1672,2020/08/28 12:32:40
2331190019,新北市石碇區衛生所,新北市石碇區潭邊里碇坪路１段８２號,(02)26631325,2781,1554,2020/08/28 12:32:40
2331200010,新北市坪林區衛生所,新北市坪林區坪林街１０４號,(02)26656272,5698,1672,2020/08/28 12:32:40
2331210016,新北市三芝區衛生所,新北市三芝區中山路１段１２號,(02)26362007,3906,1960,2020/08/28 12:32:40
2331220012,新北市石門區衛生所,新北市石門區中山路２８－１號,(02)26381007,4985,2010,2020/08/28 12:32:40
2331230018,新北市八里區衛生所,新北市八里區舊城路１６號,(02)26102137,3213,1445,2020/08/28 12:32:40
2331240014,新北市平溪區衛生所,新北市平溪區公園街１７號１樓,(02)24951015,1278,980,2020/08/28 12:32:40
2331250010,新北市雙溪區衛生所,新北市雙溪區新基南路１８號,(02)24931211,5008,1545,2020/08/28 12:32:40
2331260016,新北市貢寮區衛生所,新北市貢寮區朝陽街７０巷１０號、新北市貢寮區仁愛路１２８號,(02)24901431,1899,741,2020/08/28 12:32:40
2331270012,新北市金山區衛生所,新北市金山區民生路５９號,(02)24982778,5107,2046,2020/08/28 12:32:40
2331280018,新北市萬里區衛生所,新北市萬里區瑪鍊路１５７號１－３樓及地下１樓,(02)24921117,2097,714,2020/08/28 12:32:40
2331290014,新北市烏來區衛生所,新北市烏來區新烏路５段１０９號,(02)26617200,1515,2147,2020/08/28 12:32:40
2332030012,桃園市大溪區衛生所,桃園市大溪區仁愛路１號,(03)3882401,5713,2096,2020/08/28 12:32:40
2332040018,桃園市楊梅區衛生所,桃園市楊梅區校前路４０９號,(03)4750151,2547,1430,2020/08/28 12:32:40
2332060010,桃園市大園區衛生所,桃園市大園區田心里中正西路１９號,(03)3862024,5913,1910,2020/08/28 12:32:40
2332080012,桃園市八德區衛生所,桃園市八德區大華里介壽路二段３６１巷２８號,(03)3662781,1938,2516,2020/08/28 12:32:40
2332090018,桃園市龍潭區衛生所,桃園市龍潭區中正路２１０號１至２樓,(03)4792033,5962,1012,2020/08/28 12:32:40
2332100019,桃園市平鎮區衛生所,桃園市平鎮區新富里１鄰振興路１號,(03)4576624,4383,2410,2020/08/28 12:32:40
2332110015,桃園市新屋區衛生所,桃園市新屋區新屋里中山路２３９號,(03)4772018,2486,1238,2020/08/28 12:32:40
2332120011,桃園市觀音區衛生所,桃園市觀音區觀新路５８號,(03)4732031,6807,743,2020/08/28 12:32:40
2332130017,桃園市復興區衛生所,桃園市復興區澤仁里中正路２５號,(03)3822325,959,2265,2020/08/28 12:32:40
2333010014,新竹縣關西鎮衛生所,新竹縣關西鎮中山路２０７號,(03)5872454,2376,1680,2020/08/28 12:32:40
2333020010,新竹縣新埔鎮衛生所,新竹縣新埔鎮新民里中正路７５８號,(03)5882017,4617,2040,2020/08/28 12:32:40
2333030016,新竹縣竹東鎮衛生所,新竹縣竹東鎮中正路２２１號,(03)5943566,2268,1580,2020/08/28 12:32:40
2333050018,新竹縣竹北市衛生所,新竹縣竹北市光明二街８９號,(03)5533381,4788,270,2020/08/28 12:32:40
2333060014,新竹縣湖口鄉衛生所,新竹縣湖口鄉中勢村中興街３６號,(03)5992654,4044,1190,2020/08/28 12:32:40
2333080016,新竹縣新豐鄉衛生所,新竹縣新豐鄉重興村萃豐路２１號,(03)5591150,3984,2419,2020/08/28 12:32:40
2333090012,新竹縣芎林鄉衛生所,新竹縣芎林鄉文山路５３２號,(03)5924787,3933,1950,2020/08/28 12:32:40
2333100013,新竹縣寶山鄉衛生所,新竹縣寶山鄉雙溪村７鄰雙園路二段２７３號,(03)5292106,3244,2025,2020/08/28 12:32:40
2333110019,新竹縣北埔鄉衛生所,新竹縣北埔鄉北埔街９０號,(03)5801677,1437,1651,2020/08/28 12:32:40
2333120015,新竹縣峨眉鄉衛生所,新竹縣峨眉鄉峨眉村峨眉街２鄰５號,(03)5800314,3636,2263,2020/08/28 12:32:40
2333130011,新竹縣尖石鄉衛生所,新竹縣尖石鄉嘉樂村２鄰６１號,(03)5842356,1575,1560,2020/08/28 12:32:40
2333140017,新竹縣五峰鄉衛生所,新竹縣五峰鄉大隘村六鄰９９號,(03)5851005,1836,524,2020/08/28 12:32:40
2334010018,宜蘭縣宜蘭市衛生所,宜蘭縣宜蘭市健康路二段２－２號１樓,(03)9322362,3820,2605,2020/08/28 12:32:40
2334020014,宜蘭縣羅東鎮衛生所,宜蘭縣羅東鎮民生路７９號,(03)9542321,4023,2119,2020/08/28 12:32:40
2334030010,宜蘭縣蘇澳鎮衛生所,宜蘭縣蘇澳鎮志成路６０號,(03)9962185,8516,1086,2020/08/28 12:32:40
2334040016,宜蘭縣頭城鎮衛生所,宜蘭縣頭城鎮吉祥路１５號,(03)9771034,5517,2320,2020/08/28 12:32:40
2334050012,宜蘭縣礁溪鄉衛生所,宜蘭縣礁溪鄉礁溪路４段１２６號,(03)9882908,2889,1573,2020/08/28 12:32:40
2334060018,宜蘭縣壯圍鄉衛生所,宜蘭縣壯圍鄉中央路２段２９０號,(03)9385503,3516,1644,2020/08/28 12:32:40
2334070014,宜蘭縣員山鄉衛生所,宜蘭縣員山鄉復興路２號,(03)9221575,5457,3893,2020/08/28 12:32:40
2334081026,宜蘭縣冬山鄉衛生所,宜蘭縣冬山鄉中正路１６號,(03)9594772,4706,1255,2020/08/28 12:32:40
2334090016,宜蘭縣五結鄉衛生所,宜蘭縣五結鄉五結路２段３３７號,(03)9501564,1773,939,2020/08/28 12:32:40
2334100017,宜蘭縣三星鄉衛生所,宜蘭縣三星鄉三星路５段７０號,(03)9892227,2376,1130,2020/08/28 12:32:40
2334110013,宜蘭縣大同鄉衛生所,宜蘭縣大同鄉崙埤村朝陽４０號,(03)9801175,2970,1256,2020/08/28 12:32:40
2334120019,宜蘭縣南澳鄉衛生所,宜蘭縣南澳鄉蘇花路２段３７５號,(03)9981019,2862,817,2020/08/28 12:32:40
2335010012,苗栗縣苗栗市衛生所,苗栗縣苗栗市建民街２８號,(037)277129,1602,2120,2020/08/28 12:32:40
2335020018,苗栗縣苑裡鎮衛生所,苗栗縣苑裡鎮客庄里公民街１６號,(037)869595,6318,1000,2020/08/28 12:32:40
2335030014,苗栗縣通霄鎮衛生所,苗栗縣通霄鎮通東里中正路９－６號,(037)752048,2097,1110,2020/08/28 12:32:40
2335040010,苗栗縣竹南鎮衛生所,苗栗縣竹南鎮大營路２０９號,(037)470152,11079,2570,2020/08/28 12:32:40
2335050016,苗栗縣頭份市衛生所,苗栗縣頭份市顯會路７２號,(037)663049,1593,958,2020/08/28 12:32:40
2335060012,苗栗縣後龍鎮衛生所,苗栗縣後龍鎮大庄里21鄰光華路３７１號,(037)722008,9674,2080,2020/08/28 12:32:40
2335070018,苗栗縣卓蘭鎮衛生所,苗栗縣卓蘭鎮老庄里中正路１４２號,(04)25892027,2673,2400,2020/08/28 12:32:40
2335080014,苗栗縣大湖鄉衛生所,苗栗縣大湖鄉明湖村中原路８７號,(037)991034,2151,1715,2020/08/28 12:32:40
2335090010,苗栗縣公館鄉衛生所,苗栗縣公館鄉館中村大同路７５號,(037)224732,4247,850,2020/08/28 12:32:40
2335100011,苗栗縣銅鑼鄉衛生所,苗栗縣銅鑼鄉銅鑼村新興路８１號,(037)981006,2448,1380,2020/08/28 12:32:40
2335110017,苗栗縣南庄鄉衛生所,苗栗縣南庄鄉東村大同路１７號,(037)822024,2650,1360,2020/08/28 12:32:40
2335120013,苗栗縣頭屋鄉衛生所,苗栗縣頭屋鄉頭屋村中山街５６巷５４號,(037)253534,4444,1390,2020/08/28 12:32:40
2335130019,苗栗縣三義鄉衛生所,苗栗縣三義鄉復興路45號,(037)872014,6252,1370,2020/08/28 12:32:40
2335140015,苗栗縣西湖鄉衛生所,苗栗縣西湖鄉龍洞村１鄰１６號,(037)921211,1620,905,2020/08/28 12:32:40
2335150011,苗栗縣造橋鄉衛生所,苗栗縣造橋鄉造橋村１４鄰８－２號,(037)542755,2115,1310,2020/08/28 12:32:40
2335160017,苗栗縣三灣鄉衛生所,苗栗縣三灣鄉三灣村親民路１７號,(037)831140,2718,1205,2020/08/28 12:32:40
2335170013,苗栗縣獅潭鄉衛生所,苗栗縣獅潭鄉新店村１３０之６號,(037)931309,1305,1960,2020/08/28 12:32:40
2335180019,苗栗縣泰安鄉衛生所,苗栗縣泰安鄉清安村２鄰７２號,(037)941054,1211,1449,2020/08/28 12:32:40
2336010016,臺中市豐原區衛生所,臺中市豐原區西勢里中興路１３６號,(04)25261170,6121,602,2020/08/28 12:32:40
2336020012,臺中市東勢區衛生所,臺中市東勢區中寧里豐勢路４９０號,(04)25873872,8683,1680,2020/08/28 12:32:40
2336030018,臺中市大甲區衛生所,臺中市大甲區德興路８１號,(04)26872153,4716,1310,2020/08/28 12:32:40
2336040014,臺中市清水區衛生所,臺中市清水區中山路９２號,(04)26222639,2519,1410,2020/08/28 12:32:40
2336050010,臺中市沙鹿區衛生所,臺中市沙鹿區洛泉里文昌路２０號,(04)26625040,4947,1782,2020/08/28 12:32:40
2336060016,臺中市梧棲區衛生所,臺中市梧棲區雲集街７０巷３號,(04)26562809,3276,2260,2020/08/28 12:32:40
2336070012,臺中市后里區衛生所,臺中市后里區墩西里公安路８６號,(04)25562048,3159,1320,2020/08/28 12:32:40
2336080018,臺中市神岡區衛生所,臺中市神岡區神岡里神岡路２號,(04)25622792,4389,1364,2020/08/28 12:32:40
2336090014,臺中市潭子區衛生所,臺中市潭子區中山路２段２４１巷５號,(04)25324643,6120,2150,2020/08/28 12:32:40
2336100015,臺中市大雅區衛生所,臺中市大雅區中清東路２３２號,(04)25661091,2259,1270,2020/08/28 12:32:40
2336110011,臺中市新社區衛生所,臺中市新社區新社里興社街４段１號,(04)25811704,5508,1391,2020/08/28 12:32:40
2336120017,臺中市石岡區衛生所,臺中市石岡區石岡街６號,(04)25721887,3771,1819,2020/08/28 12:32:40
2336130013,臺中市外埔區衛生所,臺中市外埔區甲后路三段１０６２號,(04)26833208,5658,1500,2020/08/28 12:32:40
2336140019,臺中市大安區衛生所,臺中市大安區中山南路３３３號,(04)26713681,1783,2282,2020/08/28 12:32:40
2336150015,臺中市烏日區衛生所,臺中市烏日區烏日里長樂街１３６號,(04)23381027,2304,1570,2020/08/28 12:32:40
2336160011,臺中市大肚區衛生所,臺中市大肚區頂街里榮華街１號,(04)26996311,5955,1895,2020/08/28 12:32:40
2336170017,臺中市龍井區衛生所,臺中市龍井區竹坑里沙田路４段２４３號,(04)26352228,2808,1327,2020/08/28 12:32:40
2336180013,台中市霧峰區衛生所,臺中市霧峰區本堂里民生路１－９號,(04)23393022,5522,2360,2020/08/28 12:32:40
2336190019,臺中市太平區衛生所,臺中市太平區中山路１段２１３之１號,(04)23938083,1557,1495,2020/08/28 12:32:40
2336200010,臺中市大里區衛生所,臺中市大里區大衛路８２號,(04)24061500,2097,1888,2020/08/28 12:32:40
2336210025,臺中市和平區衛生所,臺中市和平區南勢里東關路３段１３２號,(04)25942781,2064,1940,2020/08/28 12:32:40
2336210034,臺中市和平區梨山衛生所,臺中市和平區梨山里中正路６８號,(04)25989540,2922,1868,2020/08/28 12:32:40
2337010010,彰化縣彰化市南西北區衛生所,彰化縣彰化市華北里旭光路１６６號,(04)7282141,2468,2259,2020/08/28 12:32:40
2337010029,彰化縣彰化市東區衛生所,彰化縣彰化市香山里彰南路２段３４６巷３１弄２６號,(04)7381647,3348,1680,2020/08/28 12:32:40
2337020016,彰化縣鹿港鎮衛生所,彰化縣鹿港鎮順興里復興路４２３號,(04)7772309,3275,2007,2020/08/28 12:32:40
2337030012,彰化縣和美鎮衛生所,彰化縣和美鎮和東里彰美路５段３１９號,(04)7552744,2387,1572,2020/08/28 12:32:40
2337040018,彰化縣北斗鎮衛生所,彰化縣北斗鎮光復里地政路４０６巷１７號,(04)8882059,5985,1310,2020/08/28 12:32:40
2337050014,彰化縣員林市衛生所,彰化縣員林市仁美里博愛路２２９號,(04)7060230,3096,2620,2020/08/28 12:32:40
2337060010,彰化縣溪湖鎮衛生所,彰化縣溪湖鎮湖東里青雅路３６號,(04)8815112,3915,2610,2020/08/28 12:32:40
2337070016,彰化縣田中鎮衛生所,彰化縣田中鎮西路里斗中路一段２２２號,(04)8742053,5785,1505,2020/08/28 12:32:40
2337080012,彰化縣二林鎮衛生所,彰化縣二林鎮豐田里斗苑路四段６８９號,(04)8960035,7328,1059,2020/08/28 12:32:40
2337090018,彰化縣線西鄉衛生所,彰化縣線西鄉寓埔村和線路９５７巷２號,(04)7585201,4679,1380,2020/08/28 12:32:40
2337100019,彰化縣伸港鄉衛生所,彰化縣伸港鄉大同村中興路２段１９７號,(04)7982034,2035,2760,2020/08/28 12:32:40
2337110015,彰化縣福興鄉衛生所,彰化縣福興鄉福興村福興路５１巷２號,(04)7772371,5112,2000,2020/08/28 12:32:40
2337120020,彰化縣秀水鄉衛生所,彰化縣秀水鄉安東村中山路２８８號,(04)7693001,6621,1215,2020/08/28 12:32:40
2337130017,彰化縣花壇鄉衛生所,彰化縣花壇鄉長沙村中正路１１號,(04)7862035,9504,1930,2020/08/28 12:32:40
2337140013,彰化縣芬園鄉衛生所,彰化縣芬園鄉社口村公園１街１１號,(049)2522904,5230,1253,2020/08/28 12:32:40
2337150019,彰化縣大村鄉衛生所,彰化縣大村鄉大村村中正西路３４０號,(04)8520513,6633,2700,2020/08/28 12:32:40
2337160015,彰化縣埔鹽鄉衛生所,彰化縣埔鹽鄉好修村員鹿路二段５８號,(04)8653596,4973,2256,2020/08/28 12:32:40
2337170011,彰化縣埔心鄉衛生所,彰化縣埔心鄉義民村員鹿路２段３４０號,(04)8294611,4306,1604,2020/08/28 12:32:40
2337180017,彰化縣永靖鄉衛生所,彰化縣永靖鄉永西村西興路９１號,(04)8221057,6660,770,2020/08/28 12:32:40
2337190013,彰化縣社頭鄉衛生所,彰化縣社頭鄉社頭村員集路二段４０９號,(04)8732038,5221,1123,2020/08/28 12:32:40
2337200014,彰化縣二水鄉衛生所,彰化縣二水鄉二水村過圳路１９號,(04)8791077,3932,2056,2020/08/28 12:32:40
2337210010,彰化縣田尾鄉衛生所,彰化縣田尾鄉饒平村光復路２段６０８號,(04)8832145,6822,2560,2020/08/28 12:32:40
2337220016,彰化縣埤頭鄉衛生所,彰化縣埤頭鄉合興村健安街１１９號,(04)8922445,4851,963,2020/08/28 12:32:40
2337230012,彰化縣芳苑鄉衛生所,彰化縣芳苑鄉芳苑村斗苑路芳苑段１９４巷４８號,(04)8983134,2023,1874,2020/08/28 12:32:40
2337240018,彰化縣大城鄉衛生所,彰化縣大城鄉大城村中平路１２６號,(04)8941323,2016,1314,2020/08/28 12:32:40
2337250014,彰化縣竹塘鄉衛生所,彰化縣竹塘鄉竹塘村竹林路１段３０４號,(04)8972009,6358,1057,2020/08/28 12:32:40
2337260010,彰化縣溪州鄉衛生所,彰化縣溪州鄉尾厝村溪下路５７０號,(04)8895023,4401,1121,2020/08/28 12:32:40
2338010014,南投縣南投市衛生所,南投縣南投市三和里三和一路１３號,(049)2223264,3634,583,2020/08/28 12:32:40
2338020010,南投縣埔里鎮衛生所,南投縣埔里鎮中山路二段２５６號,(049)2982157,5196,1348,2020/08/28 12:32:40
2338030016,南投縣草屯鎮衛生所,南投縣草屯鎮草溪路８８２巷７號,(049)2362023,3186,1646,2020/08/28 12:32:40
2338040012,南投縣竹山鎮衛生所,南投縣竹山鎮公所路１２６號,(049)2642026,3330,1444,2020/08/28 12:32:40
2338050018,南投縣集集鎮衛生所,南投縣集集鎮民生路１０６號,(049)2762015,2474,1872,2020/08/28 12:32:40
2338060014,南投縣名間鄉衛生所,南投縣名間鄉中正村彰南路４２號,(049)2732135,1548,1290,2020/08/28 12:32:40
2338070010,南投縣鹿谷鄉衛生所,南投縣鹿谷鄉中正路二段２０號,(049)2752002,2639,1508,2020/08/28 12:32:40
2338080016,南投縣中寮鄉衛生所,南投縣中寮鄉永平村永昌街１０２號,(049)2691404,1521,911,2020/08/28 12:32:40
2338090012,南投縣魚池鄉衛生所,南投縣魚池鄉東池村魚池街１９４號,(049)2895513,4348,2226,2020/08/28 12:32:40
2338100013,南投縣國姓鄉衛生所,南投縣國姓鄉國姓村民族街４２號,(049)2721009,1893,1885,2020/08/28 12:32:40
2338110019,南投縣水里鄉衛生所,南投縣水里鄉博愛路２０５號,(049)2770079,4825,1688,2020/08/28 12:32:40
2338120015,南投縣信義鄉衛生所,南投縣信義鄉明德村玉山路４５號,(049)2791148,4370,858,2020/08/28 12:32:40
2338130011,南投縣仁愛鄉衛生所,南投縣仁愛鄉大同村五福巷１７號,(049)2802341,5360,2100,2020/08/28 12:32:40
2339040016,雲林縣西螺鎮衛生所,雲林縣西螺鎮福興里修文路１１０號,(05)5862130,4770,1910,2020/08/28 12:32:40
2339050012,雲林縣土庫鎮衛生所,雲林縣土庫鎮忠正里中山路２５４號,(05)6622638,6713,1053,2020/08/28 12:32:40
2339060018,北港鎮衛生所,雲林縣北港鎮北辰路３號,(05)7832103,3245,2003,2020/08/28 12:32:40
2339070014,雲林縣古坑鄉衛生所,雲林縣古坑鄉西平村中山路３９１號,(05)5821132,6697,1771,2020/08/28 12:32:40
2339100017,雲林縣林內鄉衛生所,雲林縣林內鄉新興路５４號,(05)5892273,5319,1000,2020/08/28 12:32:40
2339110013,雲林縣二崙鄉衛生所,雲林縣二崙鄉崙西村中興路９、１１號,(05)5982004,2205,2424,2020/08/28 12:32:40
2339120019,雲林縣崙背鄉衛生所,雲林縣崙背鄉南陽村南光路３４號,(05)6962009,6660,1780,2020/08/28 12:32:40
2339130015,雲林縣麥寮鄉衛生所,雲林縣麥寮鄉麥豐村光復路４號,(05)6932268,3246,589,2020/08/28 12:32:40
2339180015,雲林縣四湖鄉衛生所,雲林縣四湖鄉施湖村中山西路１１８號,(05)7872890,3333,950,2020/08/28 12:32:40
2339200012,雲林縣水林鄉衛生所,雲林縣水林鄉水北村水林路８號,(05)7852612,3112,1942,2020/08/28 12:32:40
2340010015,嘉義縣朴子市衛生所,嘉義縣朴子市安福里光復路４０號,(05)3792037,5680,1689,2020/08/28 12:32:40
2340020011,嘉義縣布袋鎮衛生所,嘉義縣布袋鎮新厝里２１號,(05)3472032,2502,1082,2020/08/28 12:32:40
2340030017,嘉義縣大林鎮衛生所,嘉義縣大林鎮平林里中山路２５２號,(05)2652042,5069,1460,2020/08/28 12:32:40
2340040013,嘉義縣民雄鄉衛生所,嘉義縣民雄鄉中樂村文化路７之２號,(05)2262018,4482,560,2020/08/28 12:32:40
2340050019,嘉義縣溪口鄉衛生所,嘉義縣溪口鄉溪北村二鄰中山路１號,(05)2691046,4921,1390,2020/08/28 12:32:40
2340060015,嘉義縣新港鄉衛生所,嘉義縣新港鄉宮前村中山路１６７號,(05)3742025,4059,1910,2020/08/28 12:32:40
2340070011,嘉義縣六腳鄉衛生所,嘉義縣六腳鄉蒜頭村１５鄰蒜頭７３－１號,(05)3802016,4086,1180,2020/08/28 12:32:40
2340080017,嘉義縣東石鄉衛生所,嘉義縣東石鄉東石村３之７號,(05)3732340,5409,920,2020/08/28 12:32:40
2340090013,嘉義縣義竹鄉衛生所,嘉義縣義竹鄉仁里村義竹４２２－１號,(05)3412032,5238,2240,2020/08/28 12:32:40
2340100014,嘉義縣鹿草鄉衛生所,嘉義縣鹿草鄉西井村１２鄰長壽路２２６巷２號,(05)3752080,4110,921,2020/08/28 12:32:40
2340110010,嘉義縣太保市衛生所,嘉義縣太保市後潭里４４３號,(05)3711273,7920,2490,2020/08/28 12:32:40
2340120016,嘉義縣水上鄉衛生所,嘉義縣水上鄉水上村正義路１４５號,(05)2682059,6499,2193,2020/08/28 12:32:40
2340130012,嘉義縣中埔鄉衛生所,嘉義縣中埔鄉中埔村中埔１３０號之１,(05)2531008,7662,1843,2020/08/28 12:32:40
2340140018,嘉義縣竹崎鄉衛生所,嘉義縣竹崎鄉竹崎村文化路１９－１號,(05)2611264,4185,2106,2020/08/28 12:32:40
2340150014,嘉義縣梅山鄉衛生所,嘉義縣梅山鄉華山路１８號,(05)2621249,5077,845,2020/08/28 12:32:40
2340160010,嘉義縣番路鄉衛生所,嘉義縣番路鄉下坑村菜公店６０號,(05)2591148,1597,2559,2020/08/28 12:32:40
2340170016,嘉義縣大埔鄉衛生所,嘉義縣大埔鄉大埔村５３－１號,(05)2521214,3294,1394,2020/08/28 12:32:40
2340180012,嘉義縣阿里山鄉衛生所,嘉義縣阿里山鄉樂野村３鄰９７－２號,(05)2561573,1667,1371,2020/08/28 12:32:40
2341010019,臺南市新營區衛生所,臺南市新營區大宏里三民路７２號,(06)6329421,4904,1458,2020/08/28 12:32:40
2341020015,臺南市鹽水區衛生所,臺南市鹽水區武廟路１號,(06)6521041,5946,1650,2020/08/28 12:32:40
2341030011,臺南市白河區衛生所,臺南市白河區永安里國光路５號,(06)6852014,5325,1363,2020/08/28 12:32:40
2341040017,臺南市麻豆區衛生所,臺南市麻豆區巷口里興國路１１一１號,(06)5722215,6003,934,2020/08/28 12:32:40
2341050013,臺南市佳里區衛生所,臺南市佳里區東寧里進學路１５９號,(06)7224106,2220,947,2020/08/28 12:32:40
2341060019,臺南市新化區衛生所,臺南市新化區健康路十三鄰１４３號,(06)5905398,3033,2468,2020/08/28 12:32:40
2341070015,臺南市善化區衛生所,臺南市善化區光文里中山路２００號,(06)5837035,2313,529,2020/08/28 12:32:40
2341080011,臺南市學甲區衛生所,臺南市學甲區仁得里建國路３８號１樓,(06)7833359,3224,1903,2020/08/28 12:32:40
2341090017,臺南市柳營區衛生所,臺南市柳營區士林里５４之５號,(06)6220464,4940,1319,2020/08/28 12:32:40
